Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL, m3,R$
2017,abril,UNB CENTRO DE CONVIVÊNCIA NEGRA,4803396,A06A040132,,,63,"R$ 1558,92"
2017,abril,UNB CENTRO FORMAÇÃO REC.,4788061,E04N000017 A09S359215,,,10,"R$ 145,20"
2017,abril,UnB CENTRO OLÍMPICO LIG - 1,4813243,E03N000826 D10X001502,,,1105,"R$ 29067,72"
2017,abril,UNB COMPLEXO DAS ARTES,4790022,E02N000825 B08S032460,,,293,"R$ 7630,92"
2017,abril,UNB CRAD PROX GEOCRONOLO,5646405,Y08B988039,,,25,"R$ 555,72"
2017,abril,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,4762436,E04N000167,,,19,"R$ 397,32"
2017,abril,UNB DEPARTAMENTO DE MÚSICA SG-4   1,4789962,E03N000296,,,285,"R$ 7419,72"
2017,abril,UNB ENGENHARIA ELETRICA SG 11 LIG 2,4758447,E02N000752 A11C051891,,,17,"R$ 344,52"
2017,abril,UNB ENTR FACUL MED/BIO (BSA SUL),6366988,E11S001243,,,516,"R$ 13519,12"
2017,abril,UnB FACE,6682481,A11C050322,,,62,"R$ 1532,52"
2017,abril,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,4758382,E78T000568 B10S012067,,,218,"R$ 5650,92"
2017,abril,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,4758404,E78T000003 B10S011900,,,142,"R$ 3644,52"
2017,abril,UnB FACULDADE DE EDUCAÇÃO FÍSICA,4813383,E03N000850 B08S032470,,,687,"R$ 18032,52"
2017,abril,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,4789873,B08SO32431 E11S001514,,,657,"R$ 17240,52"
2017,abril,UNB GEOGRONOLOGIA,4973518,A03N236107 A09S360232,,,80,"R$ 2007,72"
2017,abril,UNB INST DE CIENCIAS SOCIAIS,6699502,A10X058681 trocado por A11S174974,,,75,"R$ 1875,72"
2017,abril,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,85278,H90T000007 J06XV00087,,,7737,"R$ 204152,52"
2017,abril,UNB INSTITUTO DE ARTES 1,4789989,E04000153 B08S032469,,,94,"R$ 2377,32"
2017,abril,UNB LAB. ANEXO FARMA,4973526,AO3N647497 A08F447322,,,10,"R$ 145,20"
2017,abril,UNB LAB. ENG. CIVIL SG 12 - 1,4762381,E03N001175 B08S032461,,,207,"R$ 5360,52"
2017,abril,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,4758463,E81L000311 B10S011813,,,112,"R$ 2852,52"
2017,abril,UNB MULTIUSO II LIGAÇÃO 01,4790171,E04N000191 B10S011760,,,153,"R$ 3934,92"
2017,abril,UNB NUCLEO DE MEDICINA TROPICAL 01,4790219,E04N000065 A09S360348,,,245,"R$ 6363,72"
2017,abril,UNB OCA 01 PIJ OCA 01,4790154,A03N001198 A11C051683,,,71,"R$ 1770,12"
2017,abril,UNB PANCP HOSP VETERINÁRIO BIOT.  01,4767861,E02N001959 D09X000879,,,340,"R$ 8871,72"
2017,abril,UNB PAVILHÃO ANÍSIO TEIXEIRA,4789881,E03N001240 D10S000742,,,226,"R$ 5862,12"
2017,abril,UNB POSTO DA PM - PMDF,4803434,A06A040136 A07F654416,,,15,"R$ 291,72"
2017,abril,UNB- SGP,4803451,A06A040130,,,10,"R$ 145,20"
2017,abril,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,4758481,E81L000157 B11S003913,,,31,"R$ 714,12"
2017,abril,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,4762411,E03N000840 A09S359800,,,10,"R$ 145,20"
2017,abril,UNIVERSIDADE DE BRASÍLIA UNB FUBRA,4594177,G90T000024,,,10,"R$ 145,20"
2017,maio,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461 B09X000872 B12B900203 D09X000872,,,600,"R$ 15735,72"
2017,maio,BSAN UNB LD BSAN,7204647,A14B946881,,,341,"R$ 8898,12"
2017,maio,CAEP/IP UNB A s/n C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,,,61,"R$ 1369,20"
2017,maio,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319 B12B90063,,,563,"R$ 8050,32"
2017,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ B3 LT19,694819,A03N421585,,,10,"R$ 57,20"
2017,maio,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,690953,A09X219511,,,30,"R$ 171,60"
2017,maio,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 48,198171,A03N543148,,,0,"R$ 0,00"
2017,maio,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 52,198196,A05S051260,,,0,"R$ 0,00"
2017,maio,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 54,198201,A06S772595,,,0,"R$ 0,00"
2017,maio,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 58,198218,A03N647689,,,0,"R$ 0,00"
2017,maio,Editora da UnB SCLN 406 BL A SS 46,7192631,Y13K005652,,,10,"R$ 145,20"
2017,maio,FACULD. DE DIREITO CIÊNC. POL DIR. 1,4788095,E03N001214 A09S359273,,,105,"R$ 2667,72"
2017,maio,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,4758421,E06N001348 B11S003924,,,10,"R$ 145,20"
2017,maio,FACULDADE DE TECNOLOGIA FTD LIG 1,4758511,H78T000015 G08SV00647 B14B912820,,,578,"R$ 15154,92"
2017,maio,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,85421,E03N000897 E08S006489,,,567,"R$ 14864,52"
2017,maio,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,2096005,A04N457307,,,19,"R$ 397,32"
2017,maio,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,3736563,C01N000109 A08F448479,,,98,"R$ 2482,92"
2017,maio,Fundação Universidade de BRASÍLIA ao lado do CEFTRU,5778981,Y08B986351,,,28,"R$ 634,92"
2017,maio,Fundação Universidade de BRASÍLIA SCLN 406 BL A SS 72,198251,Y10X320943,,,10,"R$ 145,20"
2017,maio,Fundação Universidade de BRASÍLIA SRNA Q 06 CJ M C 28,779237,Y08B993272,,,50,"R$ 994,68"
2017,maio,Fundação Universidade de BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,,,21,"R$ 347,82"
2017,maio,GARAGEM  DA UNB,4859677,C01N000495 A09S359585,,,145,"R$ 3723,72"
2017,maio,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,562211,A7X055167,,,20,"R$ 423,72"
2017,maio,Hospital Veterinário G. Torto,13698-1,RV1WJB390106,,,831,"R$ 11909,52"
2017,maio,INST. DE QUÍMICA UNB,4973534,C06N002634 D11X000428,,,356,"R$ 9294,12"
2017,maio,Instituto de Arte IDA SCLN 406 BL A LJ 32,198137,A05S117901,,,0,"R$ 0,00"
2017,maio,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,,,896,"R$ 23550,12"
2017,maio,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,4803388,A06A04134 A09S359100,,,10,"R$ 145,20"
2017,maio,PAVILHÃO MULTIUSO UNB MULTIUSO 01,4790103,D11X000394,,,405,"R$ 10587,72"
2017,maio,Prédio do CPD,6190588,Y11X037170,,,59,"R$ 1453,32"
2017,maio,PREFEITURA DA UNB LIGAÇÃO 02,4803426,E03N000289 D09X000876,,,680,"R$ 17847,72"
2017,maio,SANEAGO UNB CERRADO,7002971,Y11F518077,,,2,"R$ 19,21"
2017,maio,TERMOBIOLOGIA - UNB,4973501,A03N643055,,,120,"R$ 3063,72"
2017,maio,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,4762401,E03N000308 A09S360349,,,58,"R$ 1426,92"
2017,maio,UNB – CDT,4973542,C06N002635 A11C051686,,,113,"R$ 2878,92"
2017,maio,UNB – CIC,6708481,A09X278361,,,272,"R$ 7076,52"
2017,maio,UNB – EST,6712967,A09X273736,,,45,"R$ 1083,72"
2017,maio,UNB - PAVILHÃO JOÃO CALMON 01,4788117,E04N000180 D09X000880,,,225,"R$ 5835,72"
2017,maio,UNB - REITORIA LIGAÇÃO 01,4803477,E03N001158 D09X000877,,,368,"R$ 9610,92"
2017,maio,UnB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966 A08S428500,,,45,"R$ 1083,72"
2017,maio,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,,,457,"R$ 3178,01"
2017,maio,UNB CASA DO ESTUDANTE – CEU BLOCO B LIG 4,4813278,D10S000853,,,10,"R$ 145,20"
2017,maio,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A FGA GAMA,6548393,B10S029685,,,609,"R$ 7260,60"
2017,maio,UnB Ceilândia (ESCOLA) QNN 26,6530923,D11X000476 G11CA00013,,,863,"R$ 22678,92"
2017,maio,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,4790197,A14B950550,,,10,"R$ 145,20"
2017,maio,UnB CENTRO COMUNITÁRIO CCAB - 01,4789954,C03N000425 A09S359912,,,543,"R$ 14230,92"
2017,maio,UNB CENTRO DE CONVIVÊNCIA NEGRA,4803396,A06A040132,,,38,"R$ 898,92"
2017,maio,UNB CENTRO FORMAÇÃO REC.,4788061,E04N000017 A09S359215,,,50,"R$ 1215,72"
2017,maio,UnB CENTRO OLÍMPICO LIG - 1,4813243,E03N000826 D10X001502,,,358,"R$ 9346,92"
2017,maio,UNB COMPLEXO DAS ARTES,4790022,E02N000825 B08S032460,,,328,"R$ 8554,92"
2017,maio,UNB CRAD PROX GEOCRONOLO,5646405,Y08B988039,,,49,"R$ 1189,32"
2017,maio,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,4762436,E04N000167,,,15,"R$ 291,72"
2017,maio,UNB DEPARTAMENTO DE MÚSICA SG-4   1,4789962,E03N000296,,,63,"R$ 1558,92"
2017,maio,UNB ENGENHARIA ELETRICA SG 11 LIG 2,4758447,E02N000752 A11C051891,,,10,"R$ 145,20"
2017,maio,UNB ENTR FACUL MED/BIO (BSA SUL),6366988,E11S001243,,,487,"R$ 12752,52"
2017,maio,UnB FACE,6682481,A11C050322,,,20,"R$ 423,72"
2017,maio,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,4758382,E78T000568 B10S012067,,,190,"R$ 4911,72"
2017,maio,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,4758404,E78T000003 B10S011900,,,78,"R$ 1954,92"
2017,maio,UnB FACULDADE DE EDUCAÇÃO FÍSICA,4813383,E03N000850 B08S032470,,,554,"R$ 14521,32"
2017,maio,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,4789873,B08SO32431 E11S001514,,,644,"R$ 16897,32"
2017,maio,UNB GEOGRONOLOGIA,4973518,A03N236107 A09S360232,,,74,"R$ 1849,32"
2017,maio,UNB INST DE CIENCIAS SOCIAIS,6699502,A10X058681 trocado por A11S174974,,,66,"R$ 1638,12"
2017,maio,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,85278,H90T000007 J06XV00087,,,7157,"R$ 188840,52"
2017,maio,UNB INSTITUTO DE ARTES 1,4789989,E04000153 B08S032469,,,74,"R$ 1849,32"
2017,maio,UNB LAB. ANEXO FARMA,4973526,AO3N647497 A08F447322,,,10,"R$ 145,20"
2017,maio,UNB LAB. ENG. CIVIL SG 12 - 1,4762381,E03N001175 B08S032461,,,172,"R$ 4436,52"
2017,maio,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,4758463,E81L000311 B10S011813,,,100,"R$ 2535,72"
2017,maio,UNB MULTIUSO II LIGAÇÃO 01,4790171,E04N000191 B10S011760,,,132,"R$ 3380,52"
2017,maio,UNB NUCLEO DE MEDICINA TROPICAL 01,4790219,E04N000065 A09S360348,,,91,"R$ 2298,12"
2017,maio,UNB OCA 01 PIJ OCA 01,4790154,A03N001198 A11C051683,,,71,"R$ 1770,12"
2017,maio,UNB PANCP HOSP VETERINÁRIO BIOT.  01,4767861,E02N001959 D09X000879,,,192,"R$ 4964,52"
2017,maio,UNB PAVILHÃO ANÍSIO TEIXEIRA,4789881,E03N001240 D10S000742,,,418,"R$ 10930,92"
2017,maio,UNB POSTO DA PM - PMDF,4803434,A06A040136 A07F654416,,,14,"R$ 265,32"
2017,maio,UNB- SGP,4803451,A06A040130,,,10,"R$ 145,20"
2017,maio,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,4758481,E81L000157 B11S003913,,,30,"R$ 687,72"
2017,maio,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,4762411,E03N000840 A09S359800,,,10,"R$ 145,20"
2017,maio,UNIVERSIDADE DE BRASÍLIA UNB FUBRA,4594177,G90T000024,,,10,"R$ 145,20"
2017,junho,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461 B09X000872 B12B900203 D09X000872,,,701,"R$ 16757,24"
2017,junho,BSAN UNB LD BSAN,7204647,A14B946881,,,379,"R$ 9016,36"
2017,junho,CAEP/IP UNB A s/n C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,,,75,"R$ 1708,20"
2017,junho,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319 B12B90063,,,662,"R$ 7909,84"
2017,junho,CASA DE ESTUDANTE – PLANALTINA VNSF CJ B3 LT19,694819,A03N421585,,,10,"R$ 57,40"
2017,junho,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,690953,A09X219511,,,30,"R$ 172,20"
2017,junho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 48,198171,A03N543148,,,0,"R$ 0,00"
2017,junho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 52,198196,A05S051260,,,0,"R$ 0,00"
2017,junho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 54,198201,A06S772595,,,0,"R$ 0,00"
2017,junho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 58,198218,A03N647689,,,0,"R$ 0,00"
2017,junho,Editora da UnB SCLN 406 BL A SS 46,7192631,Y13K005652,,,10,"R$ 145,60"
2017,junho,FACULD. DE DIREITO CIÊNC. POL DIR. 1,4788095,E03N001214 A09S359273,,,139,"R$ 3246,76"
2017,junho,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,4758421,E06N001348 B11S003924,,,13,"R$ 217,72"
2017,junho,FACULDADE DE TECNOLOGIA FTD LIG 1,4758511,H78T000015 G08SV00647 B14B912820,,,646,"R$ 15435,04"
2017,junho,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,85421,E03N000897 E08S006489,,,727,"R$ 17382,28"
2017,junho,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,2096005,A04N457307,,,21,"R$ 410,04"
2017,junho,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,3736563,C01N000109 A08F448479,,,111,"R$ 2573,64"
2017,junho,Fundação Universidade de BRASÍLIA ao lado do CEFTRU,5778981,Y08B986351,,,43,"R$ 938,92"
2017,junho,Fundação Universidade de BRASÍLIA SCLN 406 BL A SS 72,198251,Y10X320943,,,50,"R$ 1107,20"
2017,junho,Fundação Universidade de BRASÍLIA SRNA Q 06 CJ M C 28,779237,Y08B993272,,,50,"R$ 885,76"
2017,junho,Fundação Universidade de BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,,,21,"R$ 307,53"
2017,junho,GARAGEM  DA UNB,4859677,C01N000495 A09S359585,,,100,"R$ 2309,20"
2017,junho,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,562211,A7X055167,,,33,"R$ 698,52"
2017,junho,Hospital Veterinário G. Torto,13698-1,RV1WJB390106,,,580,"R$ 7004,80"
2017,junho,INST. DE QUÍMICA UNB,4973534,C06N002634 D11X000428,,,451,"R$ 10747,24"
2017,junho,Instituto de Arte IDA SCLN 406 BL A LJ 32,198137,A05S117901,,,0,"R$ 0,00"
2017,junho,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,,,976,"R$ 23368,24"
2017,junho,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,4803388,A06A04134 A09S359100,,,10,"R$ 145,60"
2017,junho,PAVILHÃO MULTIUSO UNB MULTIUSO 01,4790103,D11X000394,,,432,"R$ 10290,48"
2017,junho,Prédio do CPD,6190588,Y11X037170,,,71,"R$ 1612,04"
2017,junho,PREFEITURA DA UNB LIGAÇÃO 02,4803426,E03N000289 D09X000876,,,767,"R$ 18343,88"
2017,junho,SANEAGO UNB CERRADO,7002971,Y11F518077,,,8,"R$ 42,13"
2017,junho,TERMOBIOLOGIA - UNB,4973501,A03N643055,,,103,"R$ 2381,32"
2017,junho,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,4762401,E03N000308 A09S360349,,,74,"R$ 1684,16"
2017,junho,UNB – CDT,4973542,C06N002635 A11C051686,,,145,"R$ 3391,00"
2017,junho,UNB – CIC,6708481,A09X278361,,,238,"R$ 5626,72"
2017,junho,UNB – EST,6712967,A09X273736,,,60,"R$ 1347,60"
2017,junho,UNB - PAVILHÃO JOÃO CALMON 01,4788117,E04N000180 D09X000880,,,204,"R$ 4809,36"
2017,junho,UNB - REITORIA LIGAÇÃO 01,4803477,E03N001158 D09X000877,,,431,"R$ 10266,44"
2017,junho,UnB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966 A08S428500,,,0,"R$ 0,00"
2017,junho,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,,,482,"R$ 2923,48"
2017,junho,UNB CASA DO ESTUDANTE – CEU BLOCO B LIG 4,4813278,D10S000853,,,10,"R$ 145,60"
2017,junho,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A FGA GAMA,6548393,B10S029685,,,662,"R$ 7909,84"
2017,junho,UnB Ceilândia (ESCOLA) QNN 26,6530923,D11X000476 G11CA00013,,,1102,"R$ 26397,28"
2017,junho,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,4790197,A14B950550,,,1104,"R$ 26445,36"
2017,junho,UnB CENTRO COMUNITÁRIO CCAB - 01,4789954,C03N000425 A09S359912,,,0,"R$ 0,00"
2017,junho,UNB CENTRO DE CONVIVÊNCIA NEGRA,4803396,A06A040132,,,29,"R$ 602,36"
2017,junho,UNB CENTRO FORMAÇÃO REC.,4788061,E04N000017 A09S359215,,,50,"R$ 1107,20"
2017,junho,UnB CENTRO OLÍMPICO LIG - 1,4813243,E03N000826 D10X001502,,,320,"R$ 7598,00"
2017,junho,UNB COMPLEXO DAS ARTES,4790022,E02N000825 B08S032460,,,476,"R$ 11348,24"
2017,junho,UNB CRAD PROX GEOCRONOLO,5646405,Y08B988039,,,48,"R$ 1059,12"
2017,junho,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,4762436,E04N000167,,,18,"R$ 337,92"
2017,junho,UNB DEPARTAMENTO DE MÚSICA SG-4   1,4789962,E03N000296,,,0,"R$ 0,00"
2017,junho,UNB ENGENHARIA ELETRICA SG 11 LIG 2,4758447,E02N000752 A11C051891,,,35,"R$ 746,60"
2017,junho,UNB ENTR FACUL MED/BIO (BSA SUL),6366988,E11S001243,,,508,"R$ 12117,52"
2017,junho,UnB FACE,6682481,A11C050322,,,10,"R$ 145,60"
2017,junho,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,4758382,E78T000568 B10S012067,,,121,"R$ 2814,04"
2017,junho,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,4758404,E78T000003 B10S011900,,,79,"R$ 1804,36"
2017,junho,UnB FACULDADE DE EDUCAÇÃO FÍSICA,4813383,E03N000850 B08S032470,,,359,"R$ 8535,56"
2017,junho,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,4789873,B08SO32431 E11S001514,,,0,"R$ 0,00"
2017,junho,UNB GEOGRONOLOGIA,4973518,A03N236107 A09S360232,,,74,"R$ 1684,16"
2017,junho,UNB INST DE CIENCIAS SOCIAIS,6699502,A10X058681 trocado por A11S174974,,,75,"R$ 1708,20"
2017,junho,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,85278,H90T000007 J06XV00087,,,8383,"R$ 201432,52"
2017,junho,UNB INSTITUTO DE ARTES 1,4789989,E04000153 B08S032469,,,32,"R$ 674,48"
2017,junho,UNB LAB. ANEXO FARMA,4973526,AO3N647497 A08F447322,,,10,"R$ 145,60"
2017,junho,UNB LAB. ENG. CIVIL SG 12 - 1,4762381,E03N001175 B08S032461,,,186,"R$ 4376,64"
2017,junho,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,4758463,E81L000311 B10S011813,,,98,"R$ 2261,12"
2017,junho,UNB MULTIUSO II LIGAÇÃO 01,4790171,E04N000191 B10S011760,,,181,"R$ 4256,44"
2017,junho,UNB NUCLEO DE MEDICINA TROPICAL 01,4790219,E04N000065 A09S360348,,,246,"R$ 5819,04"
2017,junho,UNB OCA 01 PIJ OCA 01,4790154,A03N001198 A11C051683,,,68,"R$ 1539,92"
2017,junho,UNB PANCP HOSP VETERINÁRIO BIOT.  01,4767861,E02N001959 D09X000879,,,345,"R$ 8199,00"
2017,junho,UNB PAVILHÃO ANÍSIO TEIXEIRA,4789881,E03N001240 D10S000742,,,0,"R$ 0,00"
2017,junho,UNB POSTO DA PM - PMDF,4803434,A06A040136 A07F654416,,,17,"R$ 313,88"
2017,junho,UNB- SGP,4803451,A06A040130,,,10,"R$ 145,60"
2017,junho,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,4758481,E81L000157 B11S003913,,,36,"R$ 770,64"
2017,junho,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,4762411,E03N000840 A09S359800,,,10,"R$ 145,60"
2017,junho,UNIVERSIDADE DE BRASÍLIA UNB FUBRA,4594177,G90T000024,,,10,"R$ 145,60"
2017,julho,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461 B09X000872 B12B900203 D09X000872,,,639,"R$ 15711,06"
2017,julho,BSAN UNB LD BSAN,7204647,A14B946881,,,446,"R$ 10936,24"
2017,julho,CAEP/IP UNB A s/n C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,,,76,"R$ 1782,44"
2017,julho,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319 B12B90063,,,686,"R$ 8436,92"
2017,julho,CASA DE ESTUDANTE – PLANALTINA VNSF CJ B3 LT19,694819,A03N421585,,,10,"R$ 59,00"
2017,julho,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,690953,A09X219511,,,30,"R$ 177,00"
2017,julho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 48,198171,A03N543148,,,0,"R$ 0,00"
2017,julho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 52,198196,A05S051260,,,0,"R$ 0,00"
2017,julho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 54,198201,A06S772595,,,0,"R$ 0,00"
2017,julho,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 58,198218,A03N647689,,,0,"R$ 0,00"
2017,julho,Editora da UnB SCLN 406 BL A SS 46,7192631,Y13K005652,,,10,"R$ 149,60"
2017,julho,FACULD. DE DIREITO CIÊNC. POL DIR. 1,4788095,E03N001214 A09S359273,,,135,"R$ 3242,10"
2017,julho,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,4758421,E06N001348 B11S003924,,,10,"R$ 149,60"
2017,julho,FACULDADE DE TECNOLOGIA FTD LIG 1,4758511,H78T000015 G08SV00647 B14B912820,,,700,"R$ 17220,20"
2017,julho,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,85421,E03N000897 E08S006489,,,717,"R$ 17640,78"
2017,julho,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,2096005,A04N457307,,,17,"R$ 322,78"
2017,julho,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,3736563,C01N000109 A08F448479,,,120,"R$ 2871,00"
2017,julho,Fundação Universidade de BRASÍLIA ao lado do CEFTRU,5778981,Y08B986351,,,34,"R$ 743,36"
2017,julho,Fundação Universidade de BRASÍLIA SCLN 406 BL A SS 72,198251,Y10X320943,,,50,"R$ 1139,20"
2017,julho,Fundação Universidade de BRASÍLIA SRNA Q 06 CJ M C 28,779237,Y08B993272,,,50,"R$ 911,36"
2017,julho,Fundação Universidade de BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,,,24,"R$ 371,97"
2017,julho,GARAGEM  DA UNB,4859677,C01N000495 A09S359585,,,73,"R$ 1708,22"
2017,julho,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,562211,A7X055167,,,29,"R$ 619,66"
2017,julho,Hospital Veterinário G. Torto,13698-1,RV1WJB390106,,,1198,"R$ 14770,36"
2017,julho,INST. DE QUÍMICA UNB,4973534,C06N002634 D11X000428,,,441,"R$ 10812,54"
2017,julho,Instituto de Arte IDA SCLN 406 BL A LJ 32,198137,A05S117901,,,0,"R$ 0,00"
2017,julho,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,,,895,"R$ 22044,50"
2017,julho,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,4803388,A06A04134 A09S359100,,,10,"R$ 149,60"
2017,julho,PAVILHÃO MULTIUSO UNB MULTIUSO 01,4790103,D11X000394,,,403,"R$ 9872,42"
2017,julho,Prédio do CPD,6190588,Y11X037170,,,83,"R$ 1955,62"
2017,julho,PREFEITURA DA UNB LIGAÇÃO 02,4803426,E03N000289 D09X000876,,,691,"R$ 16997,54"
2017,julho,SANEAGO UNB CERRADO,7002971,Y11F518077,,,4,"R$ 71,26"
2017,julho,TERMOBIOLOGIA - UNB,4973501,A03N643055,,,138,"R$ 3316,32"
2017,julho,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,4762401,E03N000308 A09S360349,,,182,"R$ 4404,88"
2017,julho,UNB – CDT,4973542,C06N002635 A11C051686,,,119,"R$ 2846,26"
2017,julho,UNB – CIC,6708481,A09X278361,,,211,"R$ 5122,34"
2017,julho,UNB – EST,6712967,A09X273736,,,73,"R$ 1708,22"
2017,julho,UNB - PAVILHÃO JOÃO CALMON 01,4788117,E04N000180 D09X000880,,,173,"R$ 4182,22"
2017,julho,UNB - REITORIA LIGAÇÃO 01,4803477,E03N001158 D09X000877,,,353,"R$ 8635,42"
2017,julho,UnB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966 A08S428500,,,56,"R$ 1287,64"
2017,julho,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,,,531,"R$ 3541,14"
2017,julho,UNB CASA DO ESTUDANTE – CEU BLOCO B LIG 4,4813278,D10S000853,,,10,"R$ 149,60"
2017,julho,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A FGA GAMA,6548393,B10S029685,,,924,"R$ 11380,98"
2017,julho,UnB Ceilândia (ESCOLA) QNN 26,6530923,D11X000476 G11CA00013,,,1119,"R$ 27586,26"
